uid	Gender	Age	Qualification	Nationality	BornIn	ParentsBornIn	Income	EMP1	EMP2	EMP3	EMP4	EMP5	EMP6	EMP7	EMP8	BIG1	BIG2	BIG3	BIG4	BIG5	BIG6	BIG7	BIG8	BIG9	BIG10	IPO1	IPO2	IPO3	IPO4	IPO5	IPO6	IPO7	IPO8	IPO9	IPO10	IPO11	IPO12	EMO1	EMO2	EMO3	EMO4	EMO5	EMO6	EMO7	EMO8	EMO9	EMO10	EMO11	EMO12	EMO13	EMO14	MED1	MED2	MED3	MED4	MED5	MED6	MED7	MED8	MED9	PPA1	PPA2	PPA3	PPA4	PPA5	PPA6	PPA7	PPA8	PPO1	PPO2	PPO3	PPO4	PPO5	PPO6	Republican	Democrat	POL1	POL2	POL3	POL4	POL5	POL6	POL7	POL8	POL9	PRO1	PRO2	PRO3	PRO4	PRO5
U2	1	28	5	0	0	0	1	4	3	4	6	5	3	4	5	5	6	4	4	6	5	4	6	6	6	5	6	6	6	6	4	6	4	5	6	5	4	4	5	7	6	6	6	5	5	4	6	7	6	6	4	4	5	6	5	4	6	7	6	5	6	6	4	6	4	6	4	5	5	5	6	7	6	4	73	50	11	5	7	6	6	5	4	6	5	6	4	50.0	6	5
U4	1	31	1	0	0	0	2	5	7	7	7	4	2	5	7	5	1	7	1	7	5	6	1	7	1	1	5	3	6	1	7	4	2	7	2	6	2	1	1	1	2	1	1	1	1	2	1	1	3	2	1	5	7	5	4	7	6	1	7	1	3	1	1	4	1	2	2	1	7	7	5	7	5	7	0	100	6	7	6	7	7	6	5	5	6	6	2	100.0	1	2
U5	1	85	4	0	0	3	2	4	4	5	4	5	3	4	5	3	1	5	1	3	2	6	1	7	2	1	7	1	2	4	4	1	5	3	6	2	2	3	3	2	6	2	3	1	6	6	2	4	4	3	1	2	7	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	4	5	4	5	2	3	84	26	7	1	1	4	1	4	3	3	3	6	2	0.0	1	1
U7	1	36	4	0	0	1	0	4	2	4	3	5	5	2	3	6	3	6	5	6	5	2	3	5	4	3	1	2	3	3	4	5	5	3	5	3	4	1	1	1	1	1	1	1	1	1	3	1	1	1	1	3	1	3	4	4	2	1	1	1	1	2	2	2	1	3	2	2	3	4	2	2	4	3	0	0	4	4	3	1	3	3	3	1	2	5	4	5.0	2	3
U9	0	63	3	0	0	0	4	4	6	6	5	4	5	4	5	2	3	5	3	3	6	5	2	6	2	2	5	5	6	5	4	5	4	5	5	4	4	4	4	4	4	4	3	3	5	5	5	4	5	4	4	2	5	3	5	1	1	1	2	1	4	1	3	3	2	2	3	1	4	6	4	4	5	5	27	30	6	5	5	5	4	4	5	5	5	4	5	0.0	5	5
U11	0	44	5	0	0	0	5	6	6	6	7	7	7	6	7	7	7	6	6	7	7	6	7	6	7	7	6	6	6	7	7	6	7	6	6	7	7	1	1	7	1	1	1	7	6	7	6	7	6	7	6	7	6	7	6	6	7	7	7	6	6	7	7	6	7	7	6	6	7	7	6	7	6	6	100	49	10	7	7	6	6	6	7	6	7	7	6	100.0	6	6
U12	0	75	3	0	0	0	5	2	6	3	3	4	4	3	4	1	5	5	6	3	7	3	2	4	3	3	4	2	4	4	3	4	4	5	3	3	5	3	5	4	3	4	1	2	3	3	2	2	2	3	1	6	6	6	1	1	1	1	1	2	1	1	1	1	1	1	1	1	5	6	7	5	6	5	0	100	2	6	5	5	4	6	3	3	3	3	3	0.0	2	2
U13	0	32	5	0	0	0	5	7	7	7	6	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	7	7	7	1	7	6	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	100	100	11	7	7	7	7	7	7	7	7	7	7	100.0	7	7
U14	1	57	1	0	0	0	5	7	7	7	7	7	7	7	7	7	1	7	1	7	7	7	1	7	7	1	7	7	7	7	7	7	1	7	7	7	1	7	7	7	7	7	1	7	7	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	1	7	7	7	7	7	7	100	0	6	7	7	7	7	7	6	7	7	1	1	0.0	1	1
U16	0	64	1	0	0	0	5	4	6	5	4	4	6	3	4	4	3	7	2	4	6	5	1	7	2	2	7	6	2	4	2	6	3	6	4	2	6	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	7	1	1	1	1	1	1	5	6	6	7	2	1	5	2	1	6	6	6	7	7	6	90	9	9	7	7	7	6	6	6	7	6	5	3	0.0	1	1
U17	1	19	1	0	0	0	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	7	1	1	1	7	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	100	100	11	7	7	7	7	7	7	7	7	7	7	50.0	7	7
U18	0	21	1	0	0	0	0	4	7	7	6	7	6	7	7	7	6	7	5	6	7	6	3	7	7	6	2	6	7	6	7	3	6	4	4	6	7	3	3	4	5	5	3	6	2	6	6	6	4	5	6	7	6	5	6	5	6	6	5	5	5	7	6	7	7	5	7	7	5	6	6	6	6	7	96	92	6	3	4	6	4	6	3	4	5	6	5	50.0	5	7
U19	1	24	1	0	0	3	1	4	5	4	4	6	5	4	5	5	6	5	5	5	4	5	3	4	3	4	4	4	5	5	5	3	4	4	4	4	4	4	3	5	4	4	4	3	3	3	3	2	4	4	3	6	5	4	5	6	4	3	5	4	6	6	3	3	6	4	4	5	4	4	5	5	3	5	79	89	6	4	4	5	4	4	5	5	3	4	5	10.0	5	5
U20	1	32	4	0	0	0	4	7	5	7	7	7	7	6	6	7	6	6	5	6	7	7	7	7	7	7	6	7	5	7	7	7	4	5	6	6	7	7	6	6	5	7	5	7	3	4	1	2	5	6	7	7	6	7	7	7	7	7	6	7	7	6	5	7	7	7	6	5	6	7	7	6	6	7	100	100	11	7	7	7	7	7	7	7	7	7	7	30.0	7	7
U21	1	52	1	0	0	0	2	3	6	5	5	3	3	5	4	2	2	5	7	4	5	5	6	2	4	1	6	3	6	3	5	5	3	5	3	5	3	4	5	4	4	4	3	3	4	5	3	3	4	4	3	1	6	1	3	1	2	1	1	1	1	4	3	2	2	1	1	1	5	4	5	4	4	6	79	0	9	1	2	3	2	1	2	3	2	3	3	0.0	1	1
U23	1	76	0	0	0	0	1	7	6	7	7	5	4	6	6	5	2	5	3	4	7	7	2	7	5	3	6	3	5	4	4	4	4	6	4	2	4	1	1	1	1	1	1	1	1	3	1	1	3	1	1	4	5	3	5	1	1	4	1	1	4	1	1	1	1	1	1	1	4	4	4	4	4	4	50	50	6	3	3	4	3	3	2	2	2	5	2	0.0	1	1
U24	1	67	1	0	0	0	6	7	5	7	7	7	6	7	6	6	1	7	2	7	4	6	1	7	5	1	7	1	7	2	6	7	1	6	1	6	3	4	5	3	1	4	1	1	3	3	1	1	1	1	1	2	6	2	3	1	3	1	2	1	4	2	4	1	1	1	1	1	7	6	5	7	7	7	99	1	11	5	5	7	4	5	5	6	7	1	1	0.0	1	1
U25	1	85	2	0	0	0	1	3	5	5	3	3	2	3	4	1	5	6	1	1	6	4	1	6	6	4	1	1	2	6	1	4	6	3	6	1	5	1	1	2	1	2	1	1	1	5	6	4	5	4	6	1	1	4	7	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	5	4	4	4	42	57	6	4	7	6	1	1	4	4	5	7	7	50.0	1	1
U26	0	80	4	0	0	0	3	3	7	3	3	6	2	1	5	2	3	7	5	1	6	5	1	6	6	1	7	1	7	4	6	7	2	7	2	7	2	6	7	5	1	3	1	2	4	2	2	2	5	1	1	1	4	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	7	7	7	6	3	5	73	0	10	3	5	4	3	5	6	5	7	1	1	0.0	1	1
U27	1	67	1	0	0	0	0	4	5	4	3	3	3	1	3	1	1	4	1	1	1	4	3	7	1	1	7	1	7	1	7	7	1	7	1	7	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	100	0	1	7	7	7	7	1	7	7	7	1	1	0.0	5	5
U28	1	74	5	0	1	3	3	2	7	3	4	3	3	3	4	1	5	6	1	5	6	4	1	6	3	4	4	5	1	6	2	3	6	3	5	1	7	1	4	1	3	4	1	1	4	4	4	4	5	4	3	5	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	9	26	3	7	7	7	5	5	7	7	7	7	7	0.0	7	5
U29	1	65	4	0	0	0	4	5	6	6	6	6	5	6	6	5	1	7	1	6	7	7	1	7	1	4	4	4	3	5	2	4	4	3	5	1	4	1	1	1	3	1	1	1	1	5	3	4	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	4	4	7	56	42	6	1	1	1	1	1	2	1	2	3	4	0.0	3	3
U30	0	47	5	0	0	0	1	4	4	6	4	5	5	3	4	4	5	4	6	5	5	4	1	3	1	1	7	1	7	1	7	7	1	7	1	7	1	7	4	7	7	7	1	1	1	1	1	1	1	1	1	5	2	2	1	7	1	5	4	6	7	7	4	7	3	4	5	4	5	5	5	7	7	7	14	0	8	7	7	7	7	7	7	7	7	1	1	0.0	1	1
U31	1	60	4	0	0	2	5	3	7	6	5	6	5	6	6	1	4	7	5	4	7	6	1	5	7	1	6	2	6	4	4	7	4	5	3	3	6	2	2	2	2	2	1	1	4	5	1	2	2	2	2	4	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	6	5	6	5	0	0	8	5	5	5	4	4	4	4	5	1	1	0.0	1	4
U32	0	56	5	0	0	0	2	5	6	5	5	5	4	5	6	4	3	5	3	4	4	5	3	5	2	4	3	4	3	4	1	2	4	1	5	1	5	1	1	1	1	1	1	1	1	6	1	1	6	1	1	6	6	1	1	1	1	1	1	1	3	4	2	2	2	1	2	1	6	6	6	6	6	6	9	100	2	4	5	5	4	5	2	2	2	3	5	0.0	1	1
U33	0	69	3	0	0	0	4	6	7	7	7	6	6	6	6	3	1	7	2	6	5	7	1	6	5	2	7	1	7	6	4	6	3	3	4	2	6	4	2	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	5	6	4	23	50	6	3	1	3	2	3	2	2	2	1	1	0.0	1	2
U34	0	64	5	0	1	3	6	5	7	7	6	5	6	7	6	5	5	6	3	6	6	7	3	5	6	2	6	1	6	5	5	6	4	5	5	7	1	4	5	4	5	2	3	2	5	6	6	4	6	4	3	2	1	4	6	1	1	1	1	1	6	2	5	6	4	4	4	3	6	7	6	4	3	6	93	13	9	6	5	5	3	6	6	4	5	4	5	0.0	3	2
U36	1	64	3	0	0	0	3	7	7	7	7	7	7	7	7	7	2	4	4	6	4	7	2	4	5	7	5	7	4	6	2	3	7	4	5	3	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	4	7	7	1	1	1	1	1	1	5	4	4	4	4	4	4	4	5	5	4	4	5	5	22	100	9	4	4	7	7	1	7	7	7	7	7	0.0	7	7
U38	0	57	4	0	0	0	5	5	6	6	6	5	5	5	6	5	1	6	2	5	5	5	1	5	3	1	6	1	7	2	6	6	2	6	6	5	2	3	5	2	6	5	3	2	3	4	3	2	2	2	2	4	7	6	4	1	1	2	1	4	5	6	6	5	2	2	2	2	5	6	6	6	5	6	78	0	8	7	7	7	6	6	6	7	7	2	1	0.0	5	4
U39	0	62	5	0	0	0	1	4	6	7	5	6	6	5	6	1	4	7	4	4	5	6	1	5	6	3	2	3	4	6	3	3	5	2	5	2	6	1	2	2	1	1	1	1	2	4	2	3	3	2	1	1	3	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	7	4	7	7	4	5	14	52	5	3	5	5	4	6	1	2	2	1	5	0.0	1	1
U40	0	22	1	0	0	0	0	7	4	3	1	2	7	4	7	7	4	5	3	4	5	4	4	4	7	3	7	5	7	7	4	3	4	7	3	7	6	7	7	2	4	4	7	4	7	6	4	7	4	4	4	7	4	3	7	7	7	3	7	7	3	4	7	7	6	5	4	4	4	6	7	4	4	3	100	50	6	7	4	7	7	3	7	6	4	7	4	650.0	2	7
U42	1	19	0	0	0	0	1	7	7	7	7	7	7	7	7	1	1	7	7	7	7	7	1	3	1	3	3	7	5	6	3	1	5	3	3	2	5	1	5	1	5	1	1	1	1	5	5	7	7	5	7	1	7	1	1	1	1	1	7	7	1	3	2	2	1	3	4	1	1	1	4	5	1	2	0	0	6	3	7	2	3	7	4	4	1	4	3	0.0	3	4
U45	0	66	5	0	0	0	3	2	5	6	4	5	3	5	3	4	6	5	5	5	4	5	6	6	5	4	4	6	5	5	5	6	5	6	6	4	6	6	6	4	5	7	5	5	6	5	7	6	6	3	4	4	5	6	5	4	4	4	5	5	6	4	3	6	5	4	7	5	5	5	3	4	4	4	88	85	9	5	4	5	3	3	4	3	5	5	4	0.0	5	4
U46	0	75	5	0	0	0	5	4	5	5	3	3	3	3	4	5	5	6	2	4	4	4	2	4	4	2	7	1	5	1	3	6	1	6	2	4	2	5	5	5	1	6	1	1	1	2	1	1	1	1	1	2	3	3	3	1	1	4	1	2	4	6	5	4	2	5	4	3	5	6	6	5	4	6	100	0	10	3	4	5	1	2	6	5	5	1	1	0.0	1	1
U47	0	84	5	0	0	0	5	3	4	6	5	6	4	4	4	3	1	7	7	7	7	7	1	7	7	5	2	2	6	2	1	2	4	2	6	1	2	6	1	1	6	1	6	1	6	6	6	6	6	6	6	2	6	1	1	1	1	1	1	1	6	6	6	6	6	2	6	6	7	4	7	4	4	6	6	94	3	5	4	4	4	4	2	6	7	5	6	0.0	4	4
U50	0	78	3	0	0	0	0	4	6	6	6	5	5	6	5	6	3	5	3	6	1	4	6	4	1	5	6	4	3	5	5	3	6	4	6	3	5	2	5	1	4	2	1	1	5	5	5	2	5	2	1	4	7	7	2	1	1	1	1	1	5	4	4	6	4	3	3	3	6	7	7	5	6	6	61	31	11	5	6	6	2	6	6	6	6	4	4	1.0	4	3
U51	1	56	3	0	0	0	1	7	7	4	5	5	7	7	5	5	6	4	6	7	1	7	5	1	2	1	7	1	7	7	3	7	1	6	7	4	4	6	6	1	1	6	1	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	3	1	1	2	1	1	7	4	1	7	5	3	50	50	4	1	4	3	1	1	3	3	3	2	2	0.0	2	1
U52	0	58	3	0	0	0	3	4	6	6	6	6	4	6	5	3	3	5	2	4	5	5	2	5	2	1	7	1	7	1	7	7	1	7	1	7	1	7	4	4	4	7	1	1	1	1	1	1	1	1	1	1	7	4	2	1	1	1	1	4	1	5	1	1	1	1	1	1	7	7	7	7	7	7	100	0	11	7	7	7	4	4	7	7	7	1	1	0.0	1	1
U54	1	23	3	0	0	3	0	6	7	7	7	4	6	7	7	4	2	3	7	5	4	6	6	1	2	7	1	4	1	6	2	1	4	1	7	1	7	1	1	1	5	1	2	3	2	7	6	5	7	4	4	2	4	1	2	6	1	1	2	1	1	4	3	2	1	1	2	2	7	7	7	7	7	7	0	74	1	5	4	4	2	4	6	6	7	7	6	20.0	1	3
U55	0	62	1	0	0	0	3	5	6	6	7	5	5	6	6	5	2	5	3	6	5	6	2	5	3	6	7	6	7	4	5	5	3	5	5	4	3	2	6	3	4	4	2	2	5	3	3	3	5	3	5	2	6	2	5	1	1	1	1	5	6	5	5	4	2	6	4	2	6	6	6	6	6	5	67	56	6	6	7	7	6	5	7	7	7	4	4	0.0	2	5
U56	1	56	3	0	0	0	0	5	7	7	7	5	5	6	7	5	1	7	1	6	4	7	1	7	3	4	4	5	5	5	1	4	4	1	5	2	5	1	1	1	1	1	1	1	2	4	4	3	4	3	1	5	7	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	5	5	4	6	55	5	5	7	5	5	5	4	5	5	4	1	0.0	1	1
U57	1	57	4	0	0	0	6	5	7	6	6	7	7	5	6	5	5	6	2	5	7	6	1	7	6	2	6	4	3	4	1	5	1	2	4	1	1	2	1	1	1	1	1	1	3	5	4	2	2	3	2	1	4	4	1	1	2	1	1	2	3	6	2	1	1	4	3	5	6	7	6	7	6	7	50	50	6	4	3	2	2	4	3	3	3	4	4	0.0	1	1
U58	0	64	5	0	0	0	5	5	5	6	5	5	5	5	6	2	2	6	1	6	6	4	1	6	5	3	4	4	2	5	3	3	4	4	5	1	6	1	1	1	1	1	1	1	2	2	2	1	1	1	1	6	6	5	1	1	1	1	1	1	4	5	3	1	4	5	2	4	7	7	7	5	5	5	0	64	3	5	5	5	4	5	2	3	6	5	5	100.0	6	2
U59	0	62	3	0	0	0	1	4	7	5	4	1	5	5	4	1	1	7	1	1	7	5	1	7	1	7	1	4	1	7	1	1	7	1	7	1	7	1	1	1	4	1	4	1	7	7	7	4	4	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	7	7	7	4	7	7	0	100	4	6	7	7	4	4	3	3	4	7	1	0.0	1	1
U60	1	61	4	0	0	0	6	4	5	5	5	5	4	5	5	4	3	6	2	4	4	6	1	5	4	3	5	6	4	3	4	4	3	4	4	4	4	3	3	3	4	2	3	3	4	5	4	3	4	4	4	3	3	5	4	4	1	1	1	1	3	3	3	3	3	3	3	2	5	4	4	4	6	6	83	35	6	4	4	5	3	3	6	6	5	3	3	0.0	1	1
U61	1	22	4	0	0	0	5	7	7	6	7	7	7	7	4	7	3	7	2	7	5	7	2	7	3	6	2	7	1	7	1	4	7	3	4	3	4	1	1	1	1	1	1	1	1	7	4	4	7	7	1	4	7	7	7	7	7	7	7	4	4	4	4	4	4	4	4	3	3	4	4	5	4	4	100	0	6	5	4	6	5	2	4	4	5	4	7	100.0	4	4
U62	1	18	1	3	1	3	6	4	4	6	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	4	4	1	4	4	4	4	4	4	4	4	4	1	1	1	1	1	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	6	1	1	1	1	1	1	1	1	1	1	0.0	1	1
U66	1	72	5	0	0	0	5	5	7	4	6	4	6	6	7	7	4	4	2	5	1	5	3	3	2	2	4	2	5	2	4	4	4	5	5	4	5	4	4	4	4	1	2	3	2	4	4	3	4	4	4	4	2	1	5	2	1	3	4	1	6	6	6	5	4	5	6	5	6	7	7	5	7	7	50	100	5	7	7	7	7	7	7	7	7	5	2	0.0	1	2
U68	1	24	1	0	0	4	6	7	1	2	6	6	6	4	7	5	4	4	3	6	4	7	5	3	2	2	1	2	5	4	3	2	2	3	5	4	4	3	5	7	2	4	5	3	2	6	5	5	6	3	3	5	2	5	7	3	6	3	7	3	4	4	6	3	7	4	3	1	5	6	4	4	6	4	92	12	6	5	1	3	7	4	7	3	4	3	4	20.0	6	1
U69	1	67	1	0	0	0	1	4	5	4	4	2	1	4	4	1	2	6	4	2	6	5	1	3	5	3	6	1	4	5	2	4	2	5	3	2	5	1	2	2	2	1	1	1	5	4	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	6	7	6	7	6	8	50	5	2	1	2	1	1	2	1	2	2	2	100.0	1	1
U70	1	80	3	0	0	0	6	3	4	4	4	2	2	4	4	3	4	7	2	4	6	4	6	6	2	1	7	1	7	2	2	7	1	7	1	2	1	2	3	1	4	3	5	1	4	3	3	7	3	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	4	1	5	5	75	7	6	3	3	3	1	1	3	5	4	3	1	0.0	4	1
U71	1	68	4	0	0	0	4	5	7	7	7	5	6	6	7	6	2	7	1	4	6	5	1	6	2	1	7	1	7	4	5	6	2	7	3	2	3	2	1	2	1	2	1	1	5	5	2	2	2	2	1	6	6	5	5	1	1	1	1	1	4	6	6	5	3	1	3	4	6	6	6	6	6	6	75	22	10	7	7	7	7	5	7	7	7	5	4	100.0	1	1
U72	0	68	3	0	0	0	3	7	6	5	4	5	6	6	5	4	3	6	2	6	6	6	2	5	2	3	3	6	3	5	6	3	6	6	3	4	3	2	2	2	2	2	2	2	4	5	6	5	4	5	4	2	3	4	5	6	5	4	5	5	5	6	4	6	6	5	5	6	4	5	4	6	5	3	21	74	6	5	5	4	5	4	6	6	5	4	5	100.0	3	4
U73	1	62	1	0	0	0	2	3	5	4	4	4	4	6	4	2	1	6	3	2	6	6	2	5	4	3	4	3	4	3	2	5	3	4	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	50	3	1	1	1	1	1	1	1	1	3	3	0.0	1	1
U74	0	64	2	0	0	0	2	2	4	7	2	4	1	2	3	1	7	7	7	1	7	2	1	1	7	1	7	1	7	5	2	5	2	2	1	2	1	7	2	5	1	6	1	1	2	1	1	1	1	1	1	7	3	5	1	1	1	1	4	1	1	1	1	1	1	1	1	1	6	7	1	4	7	5	84	0	11	7	7	7	6	1	4	5	4	4	1	0.0	1	1
U75	0	82	5	0	0	2	5	4	7	6	4	2	3	4	6	2	3	6	4	6	6	4	1	4	3	4	2	1	2	7	1	1	6	1	7	1	7	1	1	1	1	1	1	1	1	4	3	1	5	4	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	0	83	5	7	7	7	6	5	4	3	4	7	6	100.0	1	1
U76	0	80	4	0	0	0	2	2	6	6	5	3	4	4	6	4	1	6	1	5	4	5	4	6	2	1	7	1	7	2	6	7	1	6	1	5	1	4	3	2	3	6	1	3	4	1	1	1	2	1	5	2	3	6	1	1	1	1	1	2	4	6	2	5	1	2	4	4	6	5	4	5	5	7	75	38	6	3	3	5	4	4	6	6	6	1	1	0.0	1	1
U77	0	74	6	0	0	0	4	3	5	3	5	2	2	3	4	2	2	6	4	3	6	2	2	4	6	2	5	1	5	4	4	5	3	4	5	4	4	4	1	1	1	1	1	1	4	3	1	1	1	1	1	6	2	3	1	1	1	1	1	3	2	2	2	1	1	1	1	1	7	6	7	2	5	4	14	0	7	5	6	6	6	7	4	4	4	5	2	50.0	1	1
U78	0	65	6	0	1	3	4	3	6	4	4	4	4	4	6	3	1	5	3	6	6	5	3	4	2	4	7	4	5	6	2	4	5	4	3	4	4	2	3	1	3	1	2	1	2	5	2	2	2	2	1	7	4	2	1	1	1	1	1	1	3	3	1	1	2	2	2	2	7	7	6	7	7	5	26	36	6	7	2	2	6	3	7	7	5	6	5	50.0	5	2
U79	0	80	6	0	0	2	5	3	5	5	5	4	4	4	4	2	2	5	2	5	5	4	1	6	2	5	3	4	3	5	3	3	5	3	3	2	4	2	2	2	5	2	2	2	5	6	4	5	5	2	4	7	7	2	1	1	1	1	1	1	2	1	2	1	2	2	2	2	6	6	7	5	6	6	56	40	7	5	6	5	4	6	4	5	4	5	5	100.0	2	2
U82	0	47	4	0	1	3	5	3	5	3	4	3	5	6	4	3	5	3	4	5	5	2	4	4	4	5	5	4	5	6	4	4	4	3	5	5	3	3	4	3	3	4	3	5	5	4	3	4	4	3	2	7	7	3	1	1	1	3	5	5	5	4	3	4	4	3	5	2	4	4	5	5	5	3	46	58	6	5	3	4	6	4	4	7	5	6	5	0.0	5	4
U83	0	63	4	0	0	0	2	5	7	6	6	6	5	6	6	3	2	5	3	5	6	6	3	5	6	3	6	1	6	2	4	7	1	6	2	4	4	2	5	5	4	4	2	2	6	5	2	1	3	3	3	6	7	7	3	2	2	1	3	3	5	6	4	5	2	3	2	3	5	6	6	4	4	5	57	46	6	5	6	5	4	4	5	5	4	4	3	10.0	1	2
U84	1	61	5	0	0	0	6	4	5	5	5	7	6	6	5	2	5	5	5	5	7	5	2	4	2	4	4	5	4	5	3	3	5	2	5	3	6	2	4	2	5	2	2	2	4	6	5	4	5	4	6	2	2	6	4	4	5	1	4	6	5	5	5	6	4	4	4	4	4	5	3	6	6	5	5	50	2	4	5	5	5	4	5	5	5	6	6	20.0	2	5
U86	1	61	4	0	0	0	0	2	7	5	6	7	3	4	7	7	1	7	1	7	1	3	1	6	1	2	7	4	7	1	7	7	1	7	1	7	1	7	7	7	7	7	1	6	1	1	1	1	1	1	1	1	1	1	3	3	3	1	1	2	4	4	4	4	4	4	4	4	7	7	7	7	7	7	0	100	1	5	6	7	3	4	7	7	7	1	1	0.0	1	1
U88	1	64	3	0	0	0	4	1	7	4	4	1	1	1	4	5	1	7	1	4	1	5	1	7	1	1	7	1	1	1	1	1	1	1	1	1	1	5	7	1	1	1	1	1	7	4	1	3	5	3	3	1	7	4	4	1	1	1	7	4	1	4	4	7	1	1	4	4	4	4	4	4	4	4	100	0	6	4	7	4	7	4	4	4	7	7	4	0.0	1	1
U89	1	57	3	0	0	0	1	7	7	7	7	7	7	7	7	2	7	7	7	7	7	7	7	7	7	7	1	7	7	1	7	1	7	1	1	1	7	1	1	1	1	7	1	1	7	7	7	7	7	7	7	3	4	3	1	1	1	3	5	2	6	6	6	6	6	6	6	6	7	7	7	1	7	1	86	30	11	6	6	6	6	6	5	6	6	7	7	30.0	6	7
U91	1	23	3	0	0	0	6	7	7	7	7	7	7	7	7	1	5	7	6	5	7	7	6	4	1	6	1	4	1	4	4	4	4	1	5	4	7	7	7	1	4	7	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	0	100	1	3	5	5	4	3	3	3	2	6	6	10.0	5	1
U92	1	21	1	0	0	0	5	7	7	7	5	4	5	7	7	6	4	7	4	5	6	6	2	6	4	3	7	4	5	5	5	6	3	6	5	5	3	2	7	1	4	2	4	4	7	7	7	4	4	2	3	4	6	6	7	7	7	5	7	7	3	5	4	4	5	4	4	4	4	5	5	5	5	4	44	100	6	4	4	5	5	4	4	4	5	4	4	1000.0	2	4
U93	0	23	1	0	0	0	1	7	7	7	6	7	3	7	7	6	5	7	2	7	2	5	2	5	2	7	3	7	3	7	6	7	4	1	7	2	7	6	7	7	6	1	1	1	1	7	7	6	7	6	7	3	5	3	7	5	6	6	7	3	2	5	6	7	4	6	2	7	4	3	2	7	3	3	100	0	11	7	4	2	7	6	6	7	5	7	7	5000.0	3	2
U94	1	30	4	0	0	2	2	5	5	7	6	5	6	6	7	7	7	6	6	6	6	7	6	6	7	6	6	5	6	7	6	6	5	6	6	7	7	6	6	5	6	7	5	7	5	6	5	6	6	6	7	5	7	6	7	5	6	7	7	4	7	6	7	6	6	6	5	6	7	6	6	6	6	6	89	96	9	6	7	7	6	7	6	6	5	7	6	30.0	6	6
U95	0	23	1	0	0	0	6	4	5	5	5	5	4	4	4	6	5	7	5	5	5	6	6	5	6	5	4	5	5	4	4	6	5	5	3	4	5	3	2	1	3	2	6	2	6	5	4	6	6	5	2	5	7	3	4	2	2	4	6	1	5	5	6	6	6	7	5	5	6	7	4	3	7	5	100	50	7	5	5	5	4	5	5	4	5	4	5	0.0	5	5
U96	1	23	1	0	0	0	5	7	7	7	7	7	7	7	7	6	3	5	5	7	7	6	5	5	7	5	6	7	5	6	6	5	6	6	5	5	6	7	7	6	7	7	7	1	7	7	6	4	4	5	4	1	2	7	1	1	1	1	1	1	4	4	4	4	4	4	4	4	5	4	4	5	6	4	0	0	6	1	1	1	1	1	1	1	1	4	7	0.0	7	3
U97	0	19	0	3	0	0	6	1	4	1	2	6	1	2	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	6	1	1	1	1	1	1	1	1	1	1	0.0	1	1
