uid	Gender	Age	Qualification	Nationality	BornIn	ParentsBornIn	Income	EMP1	EMP2	EMP3	EMP4	EMP5	EMP6	EMP7	EMP8	BIG1	BIG2	BIG3	BIG4	BIG5	BIG6	BIG7	BIG8	BIG9	BIG10	IPO1	IPO2	IPO3	IPO4	IPO5	IPO6	IPO7	IPO8	IPO9	IPO10	IPO11	IPO12	EMO1	EMO2	EMO3	EMO4	EMO5	EMO6	EMO7	EMO8	EMO9	EMO10	EMO11	EMO12	EMO13	EMO14	MED1	MED2	MED3	MED4	MED5	MED6	MED7	MED8	MED9	PPA1	PPA2	PPA3	PPA4	PPA5	PPA6	PPA7	PPA8	PPO1	PPO2	PPO3	PPO4	PPO5	PPO6	Republican	Democrat	POL1	POL2	POL3	POL4	POL5	POL6	POL7	POL8	POL9	PRO1	PRO2	PRO3	PRO4	PRO5
U1032	0	54	5	0	0	0	2	4	5	5	5	5	3	5	5	2	3	5	3	3	5	4	2	4	4	3	4	4	4	4	3	4	4	3	5	3	4	3	3	3	3	3	3	3	3	5	4	3	5	3	3	4	5	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	5	3	5	5	3	5	45	43	6	3	4	4	3	4	4	4	5	5	5	100.0	2	3
U1033	1	20	2	0	0	2	4	6	3	2	6	3	6	7	7	3	3	3	7	7	3	4	4	5	6	4	7	3	2	7	6	3	7	6	3	5	2	1	5	3	5	4	4	3	7	1	3	3	4	7	3	4	2	7	3	4	4	2	5	4	6	6	5	2	3	4	3	7	2	6	4	6	5	3	100	100	4	6	3	6	4	4	6	5	2	2	5	0.0	3	4
U1035	1	18	1	0	0	0	3	4	7	6	7	7	7	6	7	1	5	4	7	6	5	5	5	3	1	5	2	5	3	7	1	1	7	1	7	1	7	1	1	4	1	1	1	1	5	7	6	5	7	7	4	3	6	4	7	5	6	1	5	1	3	1	1	2	1	1	1	1	7	6	4	4	6	7	0	100	1	5	6	6	7	3	1	1	4	7	6	0.0	1	1
U1036	1	20	1	3	1	4	1	6	7	7	4	7	5	4	6	1	2	6	2	2	6	7	4	7	3	3	7	5	5	5	4	3	3	3	6	1	7	1	1	3	1	1	4	4	4	5	1	1	6	6	3	6	4	3	7	1	3	1	1	1	1	2	2	2	1	2	1	1	5	3	4	6	7	3	47	100	4	6	6	6	4	4	5	3	4	7	4	500.0	7	7
U1038	1	19	1	0	0	0	5	2	1	2	4	2	3	4	3	4	3	1	2	3	3	4	4	4	5	3	2	2	4	2	4	2	2	3	3	1	3	4	4	1	1	5	3	7	5	6	3	4	4	1	4	3	2	6	1	1	4	1	1	3	4	2	2	1	1	4	4	4	3	3	4	2	3	3	80	88	8	2	3	3	5	3	4	2	5	5	4	50.0	1	5
U1041	2	21	1	0	0	0	0	7	7	7	7	7	7	7	7	4	1	7	7	4	7	7	4	4	1	4	7	7	4	7	1	1	7	1	4	4	7	4	4	4	7	4	4	4	7	2	7	4	7	6	1	3	4	4	7	4	4	4	7	7	1	1	1	4	1	1	1	4	4	5	4	4	4	7	100	48	5	4	4	4	4	4	4	4	4	7	7	0.0	7	7
U1043	1	20	1	0	0	2	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	7	7	7	1	7	7	7	7	7	7	1	7	1	7	1	7	1	7	1	7	1	7	7	7	7	7	7	7	7	7	7	7	7	0	100	6	1	7	7	1	5	7	6	7	7	7	5.0	1	1
U1047	0	21	1	0	0	0	1	4	7	7	3	7	1	7	7	3	1	7	7	3	7	7	3	2	1	5	6	1	3	2	4	2	1	1	1	3	2	5	1	5	6	4	3	6	1	1	6	3	3	6	6	3	7	5	7	7	7	7	7	3	4	5	4	7	1	4	1	4	4	4	4	7	4	2	45	50	6	5	4	2	4	4	5	3	3	7	7	100.0	5	4
U1048	1	22	1	0	0	0	1	5	5	7	4	4	4	3	4	3	4	6	7	4	7	5	5	7	7	1	1	1	1	1	1	1	1	1	1	2	2	1	1	4	4	1	1	1	3	7	5	2	7	1	4	1	4	4	7	1	3	1	2	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	50	50	4	1	1	1	1	1	1	1	1	7	7	10.0	1	1
U1050	1	23	1	0	0	0	0	5	7	7	7	7	7	7	7	7	4	3	1	7	7	7	1	5	1	1	4	1	7	7	7	7	1	1	1	1	7	4	7	4	1	1	2	7	1	7	7	3	7	7	4	1	7	7	1	1	1	1	1	1	1	1	1	1	1	1	4	4	7	7	1	5	7	7	0	0	5	1	1	1	1	1	4	4	4	2	4	0.0	1	1
U1051	0	19	1	0	0	0	1	4	5	6	3	5	4	6	4	5	4	5	4	5	5	3	5	6	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	5	5	4	5	5	5	6	4	5	5	5	5	4	4	3	3	2	2	5	3	5	5	4	5	4	4	4	5	4	5	4	4	4	4	93	50	6	5	4	4	4	5	3	5	5	4	4	5.0	5	5
U1052	0	79	6	0	0	0	5	3	7	6	5	3	2	4	6	5	3	6	3	4	6	5	2	6	4	4	4	4	2	5	1	3	4	2	4	1	6	2	2	1	5	1	2	1	6	4	3	4	6	3	1	2	1	4	1	1	1	1	1	1	1	1	2	1	2	1	1	1	6	4	7	5	4	5	0	54	6	1	2	3	1	1	2	2	3	6	5	100.0	1	1
U1054	1	76	3	0	0	0	5	4	7	6	6	6	6	5	7	5	2	6	2	6	3	6	1	6	2	7	1	7	3	7	1	1	7	1	7	1	7	1	1	1	1	1	1	1	4	7	4	2	7	2	2	3	7	1	1	1	1	1	1	1	2	5	4	3	3	2	1	1	5	5	6	5	5	4	1	99	1	6	6	6	6	5	5	5	5	3	2	100.0	1	1
U1057	0	70	5	0	0	0	6	6	6	7	5	5	5	6	5	7	1	5	1	4	4	6	1	5	3	1	6	2	7	4	2	5	2	4	5	2	6	2	1	1	1	1	1	1	2	6	5	4	5	4	1	7	7	2	1	1	1	1	3	1	5	5	3	4	5	1	2	2	5	7	6	6	6	5	75	20	8	6	4	6	5	5	2	2	2	5	5	0.0	1	5
U1059	0	80	4	0	0	0	3	5	7	7	6	6	5	6	6	5	1	6	3	6	6	6	3	6	3	4	3	3	3	5	3	2	5	2	6	2	6	2	2	1	5	2	1	2	5	6	4	3	5	4	5	6	7	2	1	1	1	1	1	1	1	4	4	1	3	1	1	2	7	7	7	5	6	5	25	45	6	6	7	6	5	3	6	6	6	7	5	100.0	1	1
U1060	1	66	3	1	1	3	4	5	7	6	5	5	5	6	5	5	2	6	2	6	4	6	2	5	4	5	2	6	1	6	2	1	6	2	6	1	6	1	1	1	1	1	1	1	6	6	5	1	1	1	1	5	5	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	7	7	7	7	6	6	23	73	2	4	7	7	5	5	3	3	3	7	5	100.0	7	7
U1061	0	71	4	0	0	0	5	4	5	5	4	3	3	5	3	5	4	5	2	4	3	3	2	5	4	2	2	2	3	3	1	2	2	2	2	2	3	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	2	3	3	1	1	1	1	1	1	2	1	1	1	1	1	2	4	4	5	4	4	4	16	55	6	4	3	5	3	2	2	3	2	2	3	1.0	1	1
U1063	0	78	5	0	0	0	5	6	5	5	4	4	5	5	5	2	4	7	5	3	6	4	1	5	6	1	7	1	7	3	6	6	2	6	2	6	2	6	6	6	2	6	1	3	2	1	2	1	1	1	1	1	7	7	2	1	1	1	1	2	6	5	4	3	3	2	4	4	6	6	6	7	6	7	94	0	10	7	7	7	4	6	7	6	7	2	1	0.0	1	1
U1065	1	58	3	0	1	3	1	4	7	6	7	6	7	6	7	7	2	4	2	5	1	7	2	4	1	4	2	1	3	6	2	2	7	2	7	1	7	1	1	1	7	1	1	1	5	7	1	1	5	1	1	7	5	1	1	6	1	1	1	1	5	5	4	5	5	4	3	4	7	7	7	5	4	5	1	60	3	7	7	7	7	6	4	5	5	7	6	50.0	3	5
U1067	1	70	4	0	0	2	4	6	6	6	6	6	6	6	5	5	3	2	4	4	1	6	2	3	2	1	7	5	7	3	5	6	3	3	2	3	4	4	4	4	4	5	4	3	4	6	3	5	5	2	4	6	6	2	1	1	1	1	1	5	4	6	1	4	3	3	4	6	5	6	2	4	5	5	100	0	10	5	6	5	3	6	5	5	5	6	4	50.0	3	3
U1069	0	75	3	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	67	15	6	4	2	4	2	4	4	4	4	2	2	0.0	2	2
U1070	1	73	3	0	0	0	4	3	6	4	4	5	5	4	5	5	3	6	3	6	3	6	5	6	4	1	7	2	7	3	4	5	3	4	2	4	4	2	3	4	4	4	1	2	2	4	3	3	2	3	2	3	6	2	2	2	2	2	2	2	3	2	2	2	3	1	1	2	7	7	7	7	7	5	65	0	7	4	3	4	3	4	5	5	6	4	3	0.0	1	3
U1071	0	68	3	0	0	0	4	3	4	5	4	4	4	4	4	4	2	5	2	5	4	4	2	4	2	4	5	3	4	4	4	4	4	5	4	4	4	3	3	3	3	3	2	3	4	4	3	3	3	3	3	4	4	4	2	2	2	2	2	2	3	3	3	3	3	3	3	3	4	5	5	4	4	4	24	64	6	4	4	5	4	5	4	3	4	4	3	100.0	3	3
U1072	0	72	2	0	0	0	4	1	3	2	1	3	1	1	2	1	5	7	1	5	6	2	1	7	2	1	7	1	1	1	7	7	1	7	1	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	6	7	1	1	1	1	1	1	1	3	1	7	1	5	1	1	1	7	7	7	5	7	7	100	0	11	7	7	7	7	7	7	7	7	1	1	0.0	1	1
U1073	0	64	5	1	0	1	5	1	7	7	4	7	4	7	7	7	4	7	4	6	6	7	4	7	7	1	7	7	7	4	7	5	1	7	5	7	1	7	1	7	1	7	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	0	0	6	1	1	1	1	1	1	1	1	4	5	0.0	1	1
U1076	1	61	2	0	0	0	6	6	6	6	7	6	6	6	5	4	1	7	1	4	7	7	1	7	5	3	6	4	5	4	3	5	4	5	4	4	3	4	4	5	4	3	2	4	5	5	4	3	5	5	4	3	3	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	26	55	6	4	4	5	3	2	3	4	3	2	2	5.0	1	1
U1077	1	52	3	0	1	0	0	3	3	3	3	4	4	4	2	4	2	4	3	4	5	6	2	3	4	3	7	1	7	1	7	3	1	7	1	3	2	2	2	3	1	2	2	3	3	1	1	2	3	2	1	2	4	2	1	1	1	1	1	1	3	4	3	3	4	3	2	5	3	4	3	3	3	5	100	76	5	5	4	4	4	4	3	4	6	3	4	0.0	3	2
U1079	1	64	6	0	0	0	6	4	7	7	5	5	6	4	6	4	2	5	2	6	5	5	2	6	2	1	7	1	7	1	4	4	4	2	1	3	2	1	1	3	3	1	1	1	1	6	3	2	3	1	1	1	1	1	1	7	1	1	3	7	1	6	7	1	1	1	7	1	7	7	7	6	6	7	100	0	9	4	5	4	4	4	5	4	4	7	7	0.0	4	1
U1081	1	64	1	0	0	0	6	7	7	7	7	7	1	7	7	7	4	7	4	7	7	7	1	7	4	4	7	4	4	4	4	4	4	7	4	4	1	3	3	1	3	1	3	3	3	3	3	3	1	3	3	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	5	7	5	5	100	0	6	4	1	4	4	1	7	7	7	1	1	100.0	4	4
U1082	1	63	5	0	0	0	6	5	6	5	3	2	4	3	6	4	4	6	2	5	4	4	5	6	5	1	5	1	5	4	4	6	3	4	5	4	6	4	3	4	2	2	2	2	4	4	2	2	4	2	2	2	6	4	1	1	1	1	1	1	1	4	4	2	2	1	2	2	6	7	7	6	5	6	84	25	9	4	3	6	2	4	6	6	6	4	2	0.0	4	3
U1084	1	63	1	0	0	2	0	2	7	7	6	6	6	1	7	2	1	7	1	4	7	7	1	7	1	4	4	4	4	4	1	1	1	1	4	4	7	1	1	1	1	1	1	1	1	7	1	1	5	6	2	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	6	7	6	7	0	100	6	4	4	6	4	1	5	4	5	7	6	0.0	1	1
U1085	0	58	1	0	0	0	6	5	5	7	5	5	5	6	5	3	4	4	3	5	6	6	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	6	1	1	1	1	1	1	1	1	1	1	0.0	1	1
U1087	0	64	1	0	0	0	1	4	5	4	5	4	1	4	5	4	4	4	4	5	6	6	3	6	3	1	7	1	7	4	6	5	6	6	4	6	6	4	5	5	4	1	1	1	2	5	4	4	4	3	3	1	1	1	4	1	1	1	4	1	1	1	1	1	1	1	1	1	6	6	5	5	6	6	31	0	6	5	5	5	3	4	6	6	6	1	1	0.0	1	1
U1088	1	70	4	0	0	0	1	4	6	6	6	6	6	4	6	6	6	6	4	6	6	7	5	6	6	5	5	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	5	5	3	3	2	6	6	2	2	1	1	1	1	1	1	1	1	3	3	3	3	3	3	16	7	1	2	2	2	2	1	2	2	2	3	3	0.0	1	1
U1089	1	57	5	0	0	0	5	3	4	4	4	4	4	4	5	3	3	7	3	4	5	5	1	5	5	3	5	3	3	5	3	4	3	4	4	4	4	3	4	2	3	3	3	3	3	3	3	3	4	3	2	6	2	7	2	2	2	2	2	1	4	5	5	2	3	3	4	3	4	4	4	5	5	4	6	96	6	3	4	4	3	3	4	3	4	6	5	0.0	4	2
U1090	1	59	4	0	0	0	1	5	6	6	6	4	4	6	6	3	1	6	1	3	4	7	1	6	5	4	3	5	3	5	1	4	5	1	6	2	1	1	1	1	4	1	2	1	4	6	4	5	5	5	4	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	6	6	4	5	4	4	1	100	3	1	1	2	1	1	1	1	1	4	1	20.0	1	1
U1091	1	60	3	0	0	0	1	4	4	4	4	3	4	4	3	1	1	5	2	3	5	2	1	2	2	1	5	3	3	1	3	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	4	7	3	20	20	6	1	1	2	1	1	1	1	1	1	1	0.0	1	1
U1095	0	58	5	0	0	0	5	2	6	6	6	2	3	4	6	2	1	7	2	5	6	6	1	6	6	1	6	2	6	4	3	3	5	2	4	2	5	2	2	2	2	2	1	1	2	4	1	2	2	3	1	2	6	1	1	5	1	1	1	2	1	1	1	1	1	1	1	1	6	6	7	6	6	5	79	7	9	3	4	4	3	5	6	3	2	1	1	0.0	7	5
U1099	1	21	3	2	1	3	0	5	4	3	4	4	5	4	5	5	4	4	4	3	3	4	2	4	3	3	3	4	5	5	5	3	4	4	3	3	3	3	6	5	4	4	4	3	3	3	5	4	3	3	3	5	5	3	5	4	5	5	4	3	5	3	3	4	4	5	4	3	4	2	3	6	3	4	50	45	6	4	4	4	4	4	3	3	5	4	5	5.0	3	4
U1100	1	22	3	0	0	2	6	5	7	7	6	6	6	5	6	5	4	7	5	7	7	6	1	4	7	1	7	4	4	3	4	7	2	5	3	4	4	5	5	1	5	5	1	4	5	4	1	1	3	3	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	5	5	4	5	6	5	29	28	6	1	3	3	4	1	4	4	4	1	4	1.0	5	2
U1101	1	23	4	0	0	0	3	6	7	7	7	7	6	7	7	7	7	6	7	2	6	6	1	7	1	2	3	1	4	2	2	4	3	1	2	3	3	2	4	2	4	7	1	5	2	2	6	4	4	5	1	1	6	4	1	1	1	1	1	6	1	1	1	2	1	1	1	1	5	3	4	4	1	1	100	50	6	1	5	1	6	3	1	1	3	2	3	1.0	4	4
U1104	1	22	1	0	0	0	2	5	7	7	7	7	7	7	7	4	6	5	5	7	1	6	4	4	1	7	1	7	7	7	1	1	4	1	6	1	7	2	3	1	5	1	1	1	7	7	7	6	7	6	6	1	1	1	1	1	1	1	5	1	4	4	4	4	4	4	4	4	7	7	7	6	6	7	25	75	1	5	6	5	1	4	5	5	5	7	7	100.0	4	6
U1106	0	20	1	0	0	0	2	5	6	6	5	5	7	6	6	7	5	5	5	6	7	5	5	6	6	6	6	7	6	6	6	5	5	5	6	6	7	5	5	5	5	6	5	5	6	6	4	4	5	6	5	7	5	5	5	5	6	6	7	5	6	6	6	6	5	6	5	5	7	6	5	6	4	5	0	100	1	5	5	5	6	5	6	7	7	5	6	10.0	7	5
U1107	1	21	1	2	1	3	2	7	6	7	6	5	2	6	6	4	1	4	4	4	7	6	2	4	2	1	6	4	5	1	1	2	3	1	3	3	4	3	3	3	4	2	2	3	2	4	3	2	2	3	3	4	4	2	3	7	4	2	2	1	7	3	5	6	3	4	6	4	3	6	3	6	4	4	0	50	6	6	7	5	6	5	7	5	7	5	2	200.0	3	6
U1108	0	23	1	0	0	0	6	6	6	5	5	4	7	5	5	1	1	5	7	7	4	5	2	4	4	4	4	2	4	1	4	4	1	7	4	5	3	4	1	4	4	7	1	1	4	4	1	4	4	4	4	1	1	1	1	1	1	1	7	1	4	5	4	4	4	4	3	3	4	4	4	4	4	4	100	0	6	1	1	1	1	1	1	1	1	4	4	0.0	4	4
U1109	0	21	1	0	0	0	3	4	7	7	5	4	7	7	7	6	2	7	4	6	7	4	1	6	2	4	1	5	3	7	1	7	3	3	3	1	7	1	1	3	1	1	2	4	1	7	7	7	7	7	2	4	7	5	7	6	3	1	5	7	7	7	6	6	4	4	4	6	7	7	3	7	4	7	100	0	6	6	7	7	5	4	7	6	7	7	7	100.0	2	3
U1110	0	21	3	0	0	0	1	7	6	6	6	7	7	7	7	6	5	6	1	7	2	7	3	7	2	6	1	7	6	6	1	7	6	3	7	1	3	1	1	6	1	1	1	1	7	6	4	5	7	5	7	7	7	7	3	7	7	1	7	3	7	7	7	2	7	7	7	7	7	1	5	2	6	7	0	100	7	6	6	6	5	7	7	6	7	7	7	300.0	6	7
U1111	0	23	7	0	0	0	5	6	7	3	4	4	2	4	4	7	2	6	6	4	5	5	3	4	4	2	6	5	4	4	6	3	1	5	7	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	4	4	4	2	4	2	2	1	3	6	7	6	4	5	3	1	2	3	2	4	100	0	6	3	5	3	3	6	4	5	4	3	2	1.0	1	4
U1112	1	23	7	0	0	0	0	4	5	2	4	1	4	3	5	4	2	4	5	5	5	2	2	4	5	5	2	4	2	5	4	2	2	6	2	4	5	6	5	4	4	3	5	3	2	3	3	1	4	2	1	3	5	3	6	3	4	7	4	3	3	2	1	1	5	6	4	3	3	5	3	3	6	1	93	68	4	5	4	2	4	4	2	5	3	5	1	1.0	4	4
U1114	0	23	3	0	0	0	3	4	4	5	3	5	2	5	3	2	2	4	5	2	4	4	4	5	3	4	4	5	5	4	3	3	4	4	3	5	4	3	4	2	2	7	4	4	5	3	4	7	5	4	5	4	5	3	4	3	7	5	7	4	3	3	3	3	3	4	4	4	3	3	4	4	3	3	50	50	9	3	4	2	4	5	3	5	6	3	2	10.0	3	4
U1115	1	28	5	0	0	2	2	7	7	7	7	6	6	7	7	5	5	7	6	6	6	6	1	7	4	7	1	6	1	7	1	3	7	1	3	1	7	3	4	4	5	1	1	1	5	4	5	2	5	5	6	7	6	4	2	6	7	3	1	3	5	5	4	3	4	3	2	5	5	3	2	2	6	3	0	100	8	7	7	6	5	6	6	6	5	2	6	10000.0	4	3
U1117	0	23	1	1	1	0	4	4	6	4	6	5	4	2	2	2	5	3	5	7	4	4	4	7	6	7	4	3	5	4	4	6	1	7	5	2	1	2	3	1	7	7	4	1	7	5	5	4	7	3	4	2	5	4	2	4	6	4	1	7	7	1	4	1	5	4	7	4	4	1	7	4	4	1	100	100	6	3	6	7	5	3	5	2	4	5	2	5.0	6	5
U1120	1	77	5	0	0	0	6	6	6	6	6	6	5	6	6	4	5	7	4	1	5	6	1	7	7	4	3	2	2	6	2	2	6	2	6	2	6	1	1	1	1	1	1	1	5	5	4	4	5	5	1	6	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	0	0	6	4	4	4	4	2	3	4	3	5	5	0.0	4	4
U1122	1	69	5	0	0	0	1	3	7	6	7	7	7	7	7	4	1	7	2	5	5	7	1	7	1	2	7	1	4	4	4	6	3	4	4	4	4	1	2	1	2	1	1	1	5	4	2	1	4	1	1	2	7	6	1	1	1	1	1	5	1	4	4	1	1	1	1	1	6	7	7	7	7	6	78	9	10	6	7	7	7	7	7	7	7	5	1	0.0	1	4
U1123	1	56	4	0	0	0	2	7	7	7	3	6	7	4	5	1	2	7	2	7	7	3	1	7	1	1	7	1	7	3	6	7	3	7	1	2	5	3	7	3	1	3	1	1	1	1	1	1	1	1	1	4	7	6	1	1	1	1	1	1	3	1	1	1	1	1	1	1	7	7	7	7	7	7	18	20	6	2	4	4	4	2	6	6	6	2	2	0.0	3	2
U1124	0	55	5	0	1	3	5	3	7	5	4	4	2	4	4	1	1	7	1	5	7	2	1	5	4	1	7	1	7	3	2	5	3	6	1	4	3	4	1	1	3	4	1	1	1	3	1	1	1	1	1	7	7	3	1	1	1	1	1	4	1	1	1	1	1	1	1	1	6	7	6	7	7	6	14	10	5	6	6	7	6	7	7	6	7	1	1	0.0	6	1
U1125	1	56	6	0	1	3	5	3	3	3	3	2	3	4	3	3	4	3	4	4	3	4	5	3	4	3	4	3	3	5	3	4	5	4	4	3	4	3	4	4	4	4	4	5	4	5	3	4	4	3	3	3	3	2	6	2	2	2	6	2	3	4	3	4	3	4	4	4	3	3	4	4	3	5	50	50	6	3	3	4	3	4	4	3	3	3	4	0.0	3	4
U1126	0	76	3	0	0	0	4	3	6	5	3	4	4	3	5	3	3	6	2	3	4	4	1	6	4	1	7	1	7	3	4	7	1	7	1	4	1	6	1	6	4	7	1	1	1	1	1	1	1	1	1	7	7	5	1	1	1	1	1	7	3	6	6	6	5	5	6	5	7	7	7	7	7	7	100	3	11	6	7	7	7	5	7	7	7	1	1	0.0	5	6
U1127	1	67	5	0	0	0	2	5	5	6	6	4	4	4	5	3	1	6	5	3	7	6	2	4	5	1	6	2	6	2	4	6	2	4	4	2	5	6	5	2	5	2	1	2	3	3	1	1	6	2	1	1	6	1	5	1	1	1	4	1	3	3	1	2	1	1	1	1	5	5	5	5	5	5	94	26	9	5	4	5	4	2	5	4	5	2	1	0.0	1	1
U1129	1	64	4	0	0	0	6	5	3	4	2	7	7	1	2	4	3	4	3	5	3	3	3	3	2	1	7	2	7	2	6	1	1	7	1	4	2	5	5	4	5	6	1	1	3	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	4	7	49	49	6	3	1	6	1	1	1	3	6	2	1	0.0	1	3
U1130	1	65	3	0	0	0	1	7	6	6	7	6	5	6	6	5	4	7	3	5	6	6	3	7	4	1	7	2	7	4	4	5	4	4	5	4	4	5	5	5	6	5	3	4	6	6	4	5	6	4	5	2	7	4	5	1	1	1	1	1	4	5	4	5	4	3	1	2	4	4	4	5	3	3	80	26	10	6	6	7	5	6	6	7	5	4	4	0.0	1	1
U1131	1	71	4	0	0	3	5	4	6	4	4	4	3	3	5	3	3	6	4	3	6	4	2	5	4	5	3	3	4	5	3	2	5	3	6	2	5	1	1	1	2	2	2	1	2	5	3	3	5	3	2	5	5	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	6	6	6	6	6	6	9	82	2	1	4	5	2	1	2	3	4	6	4	150.0	1	1
U1134	0	74	5	0	0	0	3	2	4	4	5	4	3	4	4	4	1	3	1	3	5	6	2	6	2	5	3	4	3	4	4	5	4	2	6	5	4	2	1	2	1	1	2	2	4	5	4	4	4	4	3	4	6	3	3	1	1	1	2	1	2	2	2	4	1	2	2	2	6	6	6	5	6	6	14	90	3	6	5	5	6	6	6	5	5	3	3	0.0	2	1
U1135	0	70	5	0	0	0	3	6	6	5	3	5	5	5	4	4	1	5	2	1	4	5	1	5	4	5	3	4	2	5	2	4	5	2	5	4	5	2	1	2	4	2	1	1	5	6	5	4	5	4	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	13	83	3	7	7	7	5	5	7	7	7	2	1	0.0	1	1
U1136	0	71	6	0	0	0	5	5	7	6	6	6	6	5	6	4	1	7	1	4	1	6	1	7	2	7	1	2	1	7	1	1	6	1	7	1	7	1	1	1	7	1	1	1	2	5	6	5	5	5	6	5	4	4	1	1	1	1	1	1	4	7	7	1	5	1	5	4	7	7	7	7	7	7	0	100	2	5	6	4	4	3	2	2	2	7	6	1000.0	1	2
U1137	0	72	5	0	0	0	3	6	7	7	6	6	6	7	7	4	1	6	1	5	6	6	1	7	4	5	3	4	2	6	2	2	6	2	6	2	6	1	1	1	1	1	1	2	3	6	4	5	5	3	4	7	3	1	1	1	1	1	1	1	3	6	3	2	6	1	2	1	6	6	7	5	6	4	43	54	5	6	7	6	5	5	5	6	5	6	5	25.0	2	3
U1139	1	65	4	0	0	0	2	4	5	5	3	4	3	4	5	5	3	6	2	5	5	5	3	6	4	1	4	2	2	6	3	4	5	3	5	2	6	4	2	1	4	1	1	1	4	5	5	4	4	3	5	6	2	2	6	1	1	1	1	6	3	3	1	2	1	1	1	2	6	6	6	4	5	4	59	8	10	4	5	5	5	5	5	5	5	5	4	0.0	1	2
U1140	0	76	6	0	0	0	5	4	6	5	5	6	6	5	5	6	6	6	3	6	3	5	3	5	2	1	7	5	4	7	1	5	4	4	4	1	7	1	1	1	4	1	1	1	4	4	6	4	6	1	1	7	7	2	1	1	1	1	1	4	4	7	1	4	1	1	1	1	7	7	7	7	7	7	50	9	7	7	7	7	7	6	5	5	6	4	4	0.0	1	1
U1141	1	71	4	0	0	0	3	5	7	6	5	6	4	4	6	2	1	6	2	4	6	6	1	6	5	4	5	1	3	6	4	5	6	1	5	1	6	1	3	1	2	1	1	1	5	4	3	1	1	1	2	1	4	4	1	1	1	1	1	1	1	2	1	1	1	1	1	1	6	6	5	5	3	3	73	2	11	2	1	4	1	1	5	2	5	4	1	0.0	1	1
U1143	1	75	5	0	0	0	4	5	7	6	6	6	6	6	7	7	1	7	1	7	1	6	1	6	1	4	2	1	1	5	1	1	6	1	6	1	6	1	1	1	1	1	1	1	6	5	4	4	4	4	3	3	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	5	5	5	0	62	6	7	7	7	5	5	6	6	6	6	6	500.0	4	1
U1144	0	74	5	0	0	0	4	4	4	4	4	4	4	4	4	4	3	5	3	3	3	4	3	4	3	2	4	2	3	2	2	4	3	2	4	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1	5	1	1	1	1	4	1	1	1	1	1	1	1	1	3	3	3	3	3	3	89	0	9	5	5	5	4	3	5	5	5	3	2	0.0	1	1
U1146	0	76	3	0	0	0	3	4	7	7	7	5	6	7	7	1	1	6	5	4	3	7	5	6	1	7	1	3	1	7	1	1	7	1	7	1	7	1	1	1	1	1	1	1	1	1	6	6	6	3	3	7	3	3	1	1	1	1	1	1	7	7	5	5	4	1	3	3	7	7	7	7	7	7	0	100	1	7	7	7	7	7	7	7	7	7	7	100.0	1	7
