uid	Gender	Age	Qualification	Nationality	BornIn	ParentsBornIn	Income	EMP1	EMP2	EMP3	EMP4	EMP5	EMP6	EMP7	EMP8	BIG1	BIG2	BIG3	BIG4	BIG5	IPO1	IPO2	IPO3	IPO4	IPO5	IPO6	IPO7	IPO8	IPO9	IPO10	IPO11	IPO12	EMO1	EMO2	EMO3	EMO4	EMO5	EMO6	EMO7	EMO8	EMO9	EMO10	EMO11	EMO12	EMO13	EMO14	MED1	MED2	MED3	MED4	MED5	MED6	MED7	MED8	MED9	PPA1	PPA2	PPA3	PPA4	PPA5	PPA6	PPA7	PPA8	PPO1	PPO2	PPO3	PPO4	PPO5	PPO6	CDU	SPD	GRU	FDP	LIN	AFD	POL1	POL2	POL3	POL4	POL5	POL6	POL7	POL8	POL9	PRO1	PRO2	PRO3	PRO4	PRO5
U978	1	69	3	0	0	0	2	6	6	7	5	6	5	6	7	4	2	1	7	2	4	5	5	5	5	4	4	3	6	5	4	5	4	5	1	5	1	2	1	5	5	4	3	2	3	3	7	6	7	1	1	1	2	1	3	2	3	2	1	4	2	2	3	4	3	5	6	5	5	77	54	48	50	16	0	6	7	7	7	7	6	6	7	6	6	5	50.0	1	2
U3925	0	62	2	0	0	0	1	4	4	4	4	4	4	4	4	5	5	4	4	3	1	6	2	4	2	5	4	3	5	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	6	1	1	1	1	1	1	1	3	3	3	2	2	3	3	3	4	5	5	5	5	5	64	21	1	43	1	29	8	5	5	5	5	4	1	1	1	4	4	0.0	1	5
U1958	1	73	2	0	0	0	1	4	6	5	6	4	4	6	6	4	4	2	6	2	4	6	4	7	2	4	6	2	6	4	6	4	4	5	4	4	4	2	2	4	4	4	4	4	2	2	5	6	1	1	1	1	1	1	1	3	2	4	2	1	1	2	2	5	4	4	6	6	6	49	50	51	52	52	0	6	5	5	6	3	2	4	4	5	4	4	0.0	1	3
U6134	1	51	3	0	0	2	1	5	5	4	4	4	3	5	5	6	3	3	3	2	2	5	1	4	3	4	5	1	5	1	4	5	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	4	5	4	3	7	7	7	7	7	0	6	1	1	1	1	1	1	1	1	4	1	30.0	1	1
U5264	0	25	4	0	0	0	1	7	7	7	7	5	4	7	7	7	1	1	4	1	3	4	2	1	7	1	2	6	2	4	2	4	3	4	4	6	1	1	2	7	7	3	5	7	4	4	5	7	7	7	7	7	4	5	7	5	1	6	7	7	7	5	5	5	5	4	7	7	7	34	0	5	35	73	100	11	7	7	7	7	6	4	5	5	6	6	500.0	4	3
U4004	1	63	1	0	0	0	2	6	6	6	4	6	4	2	5	3	3	4	4	1	1	7	1	7	2	6	7	2	7	1	7	2	6	7	5	1	1	1	1	1	1	1	1	1	1	1	4	7	7	3	1	1	1	3	1	1	1	1	3	1	1	1	1	4	4	4	6	4	7	94	54	11	60	31	0	6	5	6	6	1	3	5	5	5	5	5	0.0	1	1
U3661	0	62	2	0	0	0	1	5	5	4	4	4	4	3	3	5	6	2	5	1	1	6	1	1	3	5	7	4	6	1	6	2	4	5	4	4	4	3	4	3	3	2	2	2	2	3	6	7	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	5	3	5	99	34	60	65	20	0	9	5	6	6	4	4	4	4	4	2	2	0.0	2	2
U5890	1	52	3	0	0	0	3	7	7	7	1	6	1	5	5	2	3	1	5	1	1	7	1	7	1	7	7	1	7	1	7	1	4	7	1	1	1	1	1	1	3	1	1	1	1	1	3	7	7	1	1	7	5	5	1	7	7	4	1	1	1	1	1	4	7	3	7	7	7	66	14	0	75	3	82	6	7	7	7	6	3	1	1	1	2	2	0.0	1	1
U2611	1	74	1	0	0	0	2	6	6	7	6	5	4	6	7	2	6	1	7	1	3	6	5	7	4	5	6	1	5	1	6	2	4	4	5	3	3	1	1	5	5	2	2	3	1	1	7	7	4	3	1	3	1	3	5	6	5	5	2	2	3	2	4	4	4	5	6	6	6	58	42	77	61	50	15	6	6	7	7	6	4	6	5	5	6	4	50.0	1	1
U4718	0	18	2	1	1	3	3	4	6	6	5	6	5	6	6	4	5	6	2	1	2	5	5	5	4	3	2	4	3	3	4	4	4	5	3	5	3	1	2	6	5	5	4	5	3	4	3	4	2	3	3	6	5	6	4	4	4	2	4	3	3	4	3	6	4	5	5	6	5	66	61	51	68	53	2	3	6	5	6	4	5	5	5	5	6	2	0.0	3	4
U39	1	55	1	0	0	0	1	7	7	7	7	6	5	7	7	1	7	1	6	2	3	5	5	3	5	4	4	5	5	4	5	4	1	6	1	5	1	1	1	5	6	2	3	4	1	3	7	7	5	3	1	3	3	3	6	2	4	5	5	6	2	2	6	6	6	6	7	7	6	4	38	88	15	14	0	6	7	7	7	7	5	7	7	7	7	4	100.0	1	3
U3030	0	51	2	0	0	0	5	2	6	4	1	5	4	2	6	5	5	1	6	1	1	7	1	7	1	7	7	1	7	1	7	7	3	5	3	1	1	1	1	1	1	1	1	1	1	1	7	4	5	5	5	1	1	1	7	6	7	7	4	1	6	1	1	7	7	7	1	4	1	18	7	0	0	0	73	8	7	7	7	7	5	7	6	7	1	1	0.0	5	2
U4461	0	71	1	0	0	0	3	2	3	3	1	1	3	1	5	4	4	2	6	1	2	7	1	7	2	7	7	5	7	1	5	4	1	6	1	2	1	1	1	1	2	3	1	2	2	3	7	7	6	2	1	1	1	5	6	4	3	3	4	5	4	6	7	5	7	6	7	7	7	99	62	43	53	0	40	7	7	7	7	7	5	7	6	7	7	3	500.0	1	3
U2535	0	43	2	0	0	0	2	7	7	7	7	7	6	7	7	1	4	1	7	2	1	7	2	7	2	6	7	1	7	2	6	1	1	3	1	1	1	1	1	3	2	1	1	1	1	1	7	7	7	1	3	7	6	4	1	7	4	6	4	1	3	4	1	6	6	7	7	7	7	0	0	0	0	0	99	6	5	6	6	5	4	6	6	6	5	3	0.0	6	5
U2243	1	55	4	0	0	0	1	6	7	7	6	5	4	6	6	2	2	2	6	2	7	1	7	1	7	1	2	5	1	7	1	7	1	1	1	6	1	1	1	7	7	7	4	6	5	7	3	6	6	5	1	2	1	1	1	1	1	1	1	1	1	1	1	3	3	4	6	5	6	72	50	62	30	17	0	6	6	6	6	4	4	4	5	5	7	7	200.0	7	7
U1587	0	61	3	0	0	0	6	4	6	4	4	3	4	4	5	4	6	2	5	3	3	7	2	3	3	6	1	4	7	1	6	2	1	3	1	1	1	3	1	5	5	1	1	1	1	1	7	7	7	1	1	1	1	1	3	7	7	7	1	1	4	4	4	1	5	4	7	4	7	21	50	50	50	0	0	8	5	4	6	5	2	7	5	7	6	6	0.0	7	6
U589	0	68	4	0	0	0	1	2	7	6	5	6	1	3	6	4	4	1	5	4	1	7	1	7	2	6	7	1	7	1	7	1	6	6	6	1	6	1	1	3	1	1	1	1	1	1	1	7	1	1	1	1	1	1	7	4	7	7	1	7	7	1	1	6	7	6	7	7	7	20	10	0	22	0	97	9	7	7	7	7	7	7	7	7	1	1	0.0	1	5
U6022	0	25	3	0	0	2	0	6	7	7	5	6	5	5	6	7	4	1	6	2	6	2	5	3	6	2	2	6	2	6	4	4	2	3	4	2	3	3	2	5	6	4	6	6	5	3	6	5	6	4	4	4	6	5	3	6	4	5	4	4	6	5	4	6	5	5	3	5	3	50	50	82	50	7	50	6	5	5	6	5	4	5	5	5	5	5	20.0	5	5
U4873	1	64	2	0	0	0	1	4	7	5	4	6	2	5	7	6	1	1	6	1	1	7	3	4	3	6	4	1	5	3	6	2	4	4	1	2	1	1	1	3	3	1	1	1	1	1	7	7	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	7	4	5	7	7	6	37	77	77	55	62	0	5	4	5	5	4	3	1	1	2	4	4	0.0	3	2
U545	0	42	3	0	2	4	2	6	6	5	5	5	5	5	5	6	6	4	6	4	6	2	6	2	6	2	2	6	2	6	2	6	1	1	1	5	1	1	1	5	6	5	2	2	2	5	1	7	7	2	1	1	1	6	2	4	2	2	2	1	1	1	1	2	2	3	2	2	3	37	44	51	38	16	0	7	6	6	6	5	4	4	3	4	6	4	0.0	7	2
U378	0	22	3	0	0	0	0	7	7	7	4	5	4	5	5	4	2	3	7	1	3	3	2	3	4	2	3	2	3	3	3	3	2	2	1	2	1	1	1	4	6	4	1	2	2	1	5	4	4	1	1	2	1	2	1	2	3	1	3	1	1	1	1	6	4	5	5	5	4	74	72	40	70	45	0	6	3	3	5	3	2	4	2	4	3	2	5.0	5	2
U3142	0	69	1	0	0	0	1	4	7	7	6	6	4	4	7	5	4	1	7	3	7	1	7	1	7	1	1	5	1	7	1	7	1	1	1	1	1	1	1	5	7	5	7	7	4	5	5	7	7	1	3	1	1	1	1	3	3	1	3	1	1	1	3	4	4	4	5	5	4	29	92	92	30	63	0	3	7	7	7	5	5	7	6	7	4	7	0.0	1	4
U689	0	61	2	0	0	0	2	4	7	7	4	5	3	4	6	2	4	3	6	1	1	6	1	5	4	4	6	2	5	1	2	4	4	1	4	1	1	1	1	3	3	1	1	1	1	1	3	7	7	5	1	1	7	5	5	5	5	5	4	1	4	1	2	5	5	7	4	5	4	26	99	0	25	64	0	4	7	7	7	6	5	4	5	4	5	4	100.0	3	5
U1027	1	64	1	0	0	0	3	5	7	6	6	5	5	6	7	4	4	2	7	2	3	3	5	3	4	2	2	3	3	3	2	4	3	3	2	4	3	3	1	5	5	5	4	4	4	5	6	6	3	1	1	1	5	1	1	2	2	2	2	2	2	2	2	3	4	4	5	4	4	66	77	62	58	34	5	6	6	6	6	5	5	4	5	5	6	3	100.0	4	7
U6102	0	64	1	0	0	0	1	7	7	7	6	6	5	4	6	5	2	1	3	1	1	2	3	2	6	1	1	5	2	7	2	5	3	4	3	6	1	1	1	6	6	4	4	6	4	3	6	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	7	5	6	7	100	31	43	15	0	0	8	5	6	6	6	3	4	4	5	4	5	0.0	7	7
U3312	1	52	4	0	0	0	2	5	7	7	7	7	7	7	5	4	4	2	5	4	1	6	4	6	4	4	4	1	4	1	4	4	3	4	2	1	2	1	1	4	4	1	1	1	1	1	1	1	1	1	3	1	1	6	6	6	7	3	7	1	1	1	1	7	7	7	5	5	5	10	6	0	0	6	12	6	1	5	3	4	1	3	4	3	5	5	0.0	5	7
U4833	0	68	0	0	0	0	2	6	7	7	7	7	6	4	7	5	6	2	6	4	7	1	7	1	6	7	4	6	1	6	1	4	1	1	1	4	1	1	1	6	7	4	6	6	7	4	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	4	4	4	52	56	61	50	54	0	6	7	7	7	7	7	7	7	7	4	4	10.0	1	7
U919	1	70	3	0	0	0	1	4	6	6	5	5	3	5	6	5	6	7	5	3	2	5	3	6	4	3	5	2	5	2	3	4	1	1	1	2	1	1	1	2	4	2	2	2	2	1	4	3	1	1	1	5	5	6	5	1	1	1	1	1	1	1	1	5	5	5	5	5	5	42	38	29	50	20	87	6	5	4	6	6	4	4	2	5	3	1	0.0	2	2
U77	1	69	4	0	0	0	6	3	4	3	4	3	3	3	3	3	6	7	5	7	1	7	1	7	2	2	1	1	7	1	2	2	3	1	3	3	3	1	3	3	3	1	2	2	2	2	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	0	59	59	28	94	100	1	1	1	2	1	2	1	1	1	1	1	0.0	3	2
U673	0	60	1	0	1	3	1	4	5	5	4	5	3	3	4	3	6	6	4	4	1	5	6	4	2	3	6	2	6	1	5	2	3	5	3	4	4	4	3	3	3	4	2	3	2	3	1	1	2	1	1	1	1	4	5	1	1	1	2	2	1	1	1	3	4	2	3	3	4	65	59	2	55	41	54	7	5	5	5	5	5	3	3	3	3	2	0.0	1	1
U4886	0	63	2	0	0	0	3	4	7	5	5	5	3	5	7	1	7	1	7	1	6	1	6	5	4	2	2	5	1	4	1	7	1	1	1	5	1	1	1	5	5	5	3	3	1	3	1	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	4	5	6	5	6	6	6	20	50	54	19	31	0	2	2	3	2	1	1	2	2	2	7	7	0.0	1	3
U2588	0	42	3	0	0	0	1	2	4	4	2	4	3	3	4	7	5	7	2	5	1	7	1	7	1	7	7	1	7	1	7	1	6	1	7	1	6	1	6	1	1	1	1	1	1	1	7	6	7	3	1	1	1	5	2	1	1	1	1	1	1	1	1	6	7	6	7	4	7	0	0	0	0	0	100	10	6	6	6	5	5	6	6	7	1	1	0.0	1	1
U6323	0	29	4	0	0	0	2	6	6	7	6	5	1	4	5	5	6	6	5	7	2	6	1	7	3	3	5	1	4	5	6	2	2	3	2	2	1	1	1	7	5	4	1	1	1	4	4	7	5	2	7	3	7	4	5	4	7	6	5	6	1	3	2	6	6	5	4	7	7	73	15	0	92	29	67	8	7	5	7	6	5	7	5	6	7	1	0.0	5	7
U6262	0	18	2	1	0	3	0	6	7	6	2	1	1	2	7	6	7	1	1	1	3	4	3	2	3	4	1	7	1	6	1	5	1	1	1	1	1	1	1	4	4	5	6	6	3	1	6	3	1	1	5	4	3	4	1	3	7	2	2	1	6	2	3	5	7	7	7	7	7	11	0	25	0	86	0	3	7	6	6	6	7	5	5	4	7	3	100.0	3	7
U1055	1	58	2	0	0	0	6	3	5	3	3	4	3	2	2	4	4	5	2	2	1	7	3	7	1	6	7	1	7	1	6	2	7	2	4	3	3	3	4	3	3	1	1	2	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	3	4	4	6	9	8	0	8	4	92	10	4	3	4	4	2	2	3	4	1	1	0.0	5	3
U4866	1	54	1	0	0	0	3	6	7	6	5	6	4	7	7	1	5	1	5	1	5	6	5	7	5	5	5	5	5	5	6	4	1	2	1	2	1	1	1	6	5	1	5	1	1	1	7	5	3	7	1	5	4	4	1	6	7	7	6	4	4	7	7	7	7	7	7	5	5	26	1	0	0	0	0	7	7	7	7	6	4	7	6	7	5	5	0.0	1	6
U2857	0	68	4	0	0	0	1	5	7	6	6	6	4	6	6	2	5	1	7	2	7	1	7	1	7	1	1	7	1	7	1	7	1	1	1	4	1	1	1	6	7	6	6	6	6	6	2	6	6	5	4	2	3	5	3	7	7	7	2	7	7	2	7	2	4	2	2	2	2	21	69	81	7	100	0	1	7	7	7	7	6	6	6	6	7	7	100.0	7	7
U5261	1	68	1	0	0	0	1	6	6	6	6	7	4	6	6	4	3	4	6	2	1	7	1	7	2	7	7	1	7	1	6	2	4	4	2	2	1	1	1	3	3	1	1	1	1	1	1	7	4	1	1	1	1	1	1	1	7	4	1	1	2	1	1	4	4	4	5	7	5	0	0	0	0	0	50	9	4	7	7	1	2	5	5	7	3	1	0.0	7	2
U5709	1	45	5	0	0	0	4	5	7	7	7	7	7	6	6	1	4	1	7	1	1	7	1	7	1	7	7	1	1	1	7	1	7	7	4	7	7	1	1	1	1	1	1	1	1	1	7	6	7	5	5	5	5	5	6	6	5	4	1	1	5	1	1	4	6	5	6	7	7	22	27	100	27	100	13	10	6	7	7	6	4	1	6	5	1	1	0.0	7	1
U338	0	24	3	0	0	0	1	4	6	6	5	7	3	6	6	6	5	6	7	1	3	4	5	4	5	2	1	5	3	5	3	5	2	1	1	5	1	1	1	6	6	6	5	5	3	2	7	6	6	3	3	4	1	5	5	4	4	5	5	4	2	5	5	6	4	6	5	6	4	8	61	73	61	50	0	4	7	6	7	6	6	4	3	5	5	6	50.0	5	3
U4847	1	27	1	0	0	0	2	7	7	7	7	2	5	5	7	2	4	4	3	3	1	7	1	7	4	4	5	1	5	3	5	6	3	5	1	4	3	4	3	4	3	5	3	5	3	3	7	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	4	7	7	7	15	19	0	0	1	26	7	1	4	4	1	1	5	5	5	1	3	0.0	1	4
U255	0	35	4	1	0	2	4	7	7	7	6	7	6	7	7	1	6	1	7	1	6	2	3	1	7	1	4	7	4	7	1	7	1	1	1	1	1	6	4	7	7	7	7	6	7	7	7	7	6	5	5	5	5	7	6	7	5	6	6	6	6	6	7	6	6	5	6	7	6	65	69	13	35	30	100	10	7	6	6	7	7	6	6	6	7	7	500.0	6	7
U896	0	58	3	0	0	0	3	6	6	7	5	7	2	4	7	4	6	2	6	1	2	4	1	4	3	5	7	1	7	1	6	2	2	3	2	1	2	5	1	3	4	1	1	3	1	1	3	3	1	1	1	1	5	6	5	6	7	7	5	1	4	4	5	4	3	6	7	7	6	36	27	0	22	39	84	9	5	6	6	3	4	3	3	4	4	6	0.0	5	6
U528	1	70	2	0	0	0	0	5	7	6	4	6	6	6	6	2	6	2	5	1	2	4	5	5	5	4	5	4	4	4	5	4	1	5	1	1	1	2	1	3	2	2	3	2	2	1	7	7	3	1	1	1	1	1	1	2	2	2	1	1	1	1	2	4	5	5	5	6	6	74	56	75	71	41	0	6	7	7	7	6	7	5	5	5	5	4	0.0	1	1
U949	1	64	2	0	0	0	0	5	7	3	1	7	1	5	6	5	1	5	1	1	1	7	1	7	1	7	7	1	7	1	7	1	7	6	5	1	3	7	1	1	1	1	1	1	1	1	1	7	1	1	1	1	1	1	7	7	7	7	1	1	2	1	1	5	6	4	7	2	7	0	0	0	0	35	100	11	3	7	6	1	1	1	1	5	1	1	0.0	3	7
U613	0	58	1	0	0	2	1	6	7	7	7	6	5	7	7	4	4	4	7	1	5	5	6	6	5	4	5	5	6	5	5	6	1	2	1	3	3	2	1	3	6	6	7	6	5	2	7	7	6	7	4	4	6	6	6	5	6	5	6	5	6	5	5	4	4	4	4	4	4	88	75	79	63	59	50	6	7	6	6	7	6	6	6	6	7	6	25.0	6	4
U4141	0	40	1	0	0	0	1	3	4	5	4	5	4	4	5	3	6	5	6	3	2	4	4	4	4	4	3	4	4	4	2	5	1	1	1	1	1	2	2	4	5	5	4	6	2	3	4	4	4	1	1	1	2	3	2	5	2	3	4	2	2	5	3	3	4	4	4	3	4	92	81	56	60	43	1	7	3	4	4	2	2	2	3	2	6	6	10.0	1	2
U4530	0	21	3	0	0	0	5	7	7	7	7	5	7	7	7	7	1	1	7	4	6	5	5	1	7	7	3	7	1	7	3	1	1	1	1	4	1	1	1	7	7	7	7	7	7	4	7	7	4	7	5	7	7	7	7	1	1	1	7	7	7	5	7	7	1	7	7	7	4	100	100	79	100	19	100	6	7	5	7	6	4	7	7	7	5	7	300.0	7	1
U6193	1	55	2	0	0	0	1	6	7	6	5	6	6	6	7	2	6	2	6	1	3	5	4	4	5	4	5	4	4	5	5	4	1	4	1	2	1	1	1	4	5	5	4	5	4	3	2	7	4	1	1	1	3	2	1	1	1	2	1	1	1	2	1	5	5	4	6	5	5	77	77	77	70	26	4	5	5	6	6	4	1	4	3	5	6	5	50.0	3	1
U1557	1	22	3	0	0	0	0	6	7	7	5	7	3	5	6	4	4	4	4	4	5	4	4	3	5	4	3	5	4	5	3	5	2	3	2	3	1	1	2	5	4	3	2	4	4	4	3	2	2	5	3	3	2	4	5	5	2	3	4	2	4	4	3	4	4	4	4	5	4	65	69	40	57	35	69	6	1	3	2	2	2	3	2	1	5	4	100.0	3	1
U556	0	30	4	0	0	0	4	7	7	6	7	7	6	6	7	2	7	1	6	2	7	2	7	1	7	1	5	7	1	7	1	7	1	2	3	7	1	1	5	7	7	7	6	7	7	4	7	6	7	7	7	4	7	7	7	7	7	7	6	7	5	7	7	5	7	7	7	7	7	50	75	80	50	23	82	11	7	7	7	7	5	7	7	7	7	7	100.0	7	7
U684	1	28	3	0	0	0	2	4	7	5	4	4	4	5	5	7	5	2	2	5	2	6	4	3	4	3	3	2	2	4	2	6	2	1	1	4	2	1	1	5	5	5	1	1	1	3	2	4	7	1	2	1	1	1	3	1	3	1	1	1	1	1	1	4	3	3	5	4	4	5	19	6	5	4	0	7	5	6	6	5	3	4	4	5	5	2	0.0	4	3
U3590	0	48	3	0	0	0	3	6	7	6	5	6	5	6	7	4	6	2	6	2	5	2	6	2	4	2	4	3	1	6	2	6	1	1	1	1	1	1	1	3	6	2	4	4	4	6	6	7	3	2	1	1	1	2	2	2	2	1	1	2	2	2	3	5	5	5	5	5	5	93	90	72	65	19	0	6	7	5	6	6	6	5	5	7	6	6	500.0	4	6
U543	1	61	3	0	0	0	6	5	4	4	1	4	1	1	6	1	5	2	4	2	1	5	1	7	5	5	6	1	1	7	1	5	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	7	7	6	7	6	7	15	50	86	29	0	0	6	6	6	6	4	4	4	4	4	7	1	0.0	4	2
U2431	0	63	3	0	0	0	1	5	7	5	4	5	4	3	5	3	3	1	6	1	2	5	4	3	5	2	3	5	3	5	1	6	4	3	1	5	1	1	1	5	5	5	3	4	3	3	1	7	4	4	1	1	1	1	3	3	4	4	2	2	1	3	1	7	7	7	7	6	6	41	48	32	13	9	0	7	7	7	7	4	5	5	6	6	7	5	100.0	1	5
U853	0	65	3	0	0	0	1	4	6	7	2	3	3	6	6	7	7	2	5	2	2	6	2	4	4	5	4	6	6	6	7	2	4	5	3	2	1	4	4	6	6	3	2	4	4	4	1	2	2	1	1	1	1	1	7	2	7	7	7	1	6	1	1	4	4	2	6	6	7	0	0	0	11	0	67	5	7	7	7	7	7	6	6	6	7	6	100.0	7	6
U6161	0	59	3	0	0	0	6	4	5	5	5	4	1	4	4	5	3	2	3	2	1	7	1	7	2	2	2	1	7	2	7	2	1	1	1	7	3	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	7	7	1	7	1	7	7	4	7	7	7	7	7	7	7	7	0	0	0	1	0	0	6	7	7	7	7	4	7	6	7	1	1	0.0	7	1
U940	1	59	1	0	0	0	3	7	7	7	6	7	6	7	7	2	6	3	7	1	5	4	3	5	3	4	5	5	4	6	4	4	2	5	1	5	2	1	2	6	6	6	3	5	2	5	7	7	1	2	1	1	2	1	1	2	7	1	1	1	1	1	1	3	2	5	5	6	4	91	47	75	53	0	0	6	7	7	7	5	5	6	5	6	5	1	0.0	1	2
U5567	1	44	3	0	0	0	1	4	5	5	6	5	1	5	5	7	3	3	4	2	1	7	1	4	1	7	7	4	4	4	7	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	5	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	7	7	7	7	7	7	0	0	0	0	0	0	6	2	3	4	2	3	2	2	4	4	1	0.0	1	4
U1181	1	36	4	0	0	0	5	4	3	3	1	1	5	1	1	2	6	3	5	1	1	7	1	7	1	7	7	1	7	1	7	1	7	7	7	1	1	1	1	1	1	1	1	1	1	1	6	6	5	5	1	4	1	4	3	4	4	7	1	1	4	1	1	4	4	1	1	7	7	19	0	0	0	0	84	8	6	7	7	6	5	7	7	7	1	1	0.0	1	1
U3070	0	58	1	0	0	0	1	1	6	4	4	5	1	3	4	7	1	5	5	4	3	4	4	6	4	2	4	4	6	2	6	3	1	6	1	3	1	1	1	6	6	1	1	1	1	2	1	7	7	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	7	1	1	4	53	62	78	2	62	0	6	7	7	7	1	4	7	7	7	1	1	0.0	1	1
U5942	0	26	4	0	0	0	5	6	7	5	6	6	6	7	7	7	6	1	7	1	3	6	3	2	5	2	4	2	2	5	4	6	1	3	1	7	2	1	4	7	7	6	5	5	2	1	7	7	7	5	6	6	5	6	7	7	7	7	7	7	7	6	7	6	4	4	7	6	7	85	69	100	20	0	41	11	7	7	7	7	6	7	7	7	7	6	1000.0	4	6
U817	1	65	3	0	0	0	1	5	7	7	5	7	4	7	7	4	3	4	6	3	1	6	6	5	2	7	6	6	6	3	7	6	5	2	1	4	3	1	1	4	4	5	2	4	1	1	7	7	1	1	1	1	1	5	4	6	6	6	2	4	5	2	6	4	5	4	6	6	6	57	45	93	12	0	0	5	7	7	7	7	7	7	7	7	7	1	0.0	7	6
U4588	1	73	2	0	0	0	0	6	7	6	5	5	5	7	7	4	6	1	6	2	5	3	7	3	5	2	2	5	2	7	1	7	4	4	1	4	4	4	4	4	6	6	4	4	4	4	7	7	6	4	4	1	4	1	6	6	7	6	6	3	2	3	3	7	7	7	7	7	7	50	38	63	5	0	0	3	7	7	7	7	6	6	6	6	7	7	50.0	3	7
U4778	0	63	4	0	0	0	3	7	6	6	5	6	4	4	6	4	5	2	6	2	4	4	4	5	5	3	3	5	5	3	3	5	3	3	1	4	3	1	1	5	5	4	5	5	4	4	7	7	4	1	1	1	4	4	6	7	7	7	1	4	7	1	7	4	5	3	4	4	3	55	69	76	22	53	0	5	7	7	7	6	4	6	6	6	7	5	300.0	5	4
U5370	1	49	3	0	0	0	2	5	7	6	5	7	5	7	7	2	4	2	4	4	5	2	6	2	3	2	4	6	1	7	2	6	1	1	1	6	1	1	1	7	7	5	4	5	1	5	7	7	4	4	4	6	1	6	1	4	7	1	5	6	1	1	1	6	6	7	6	7	5	60	43	78	17	4	0	6	5	7	7	5	5	5	5	5	7	2	50.0	1	2
U5402	1	37	2	0	0	0	3	6	7	7	7	7	7	7	7	1	3	3	6	1	1	7	1	7	1	7	6	1	6	1	3	3	2	1	2	1	3	1	1	1	3	1	1	1	1	4	3	6	6	6	1	1	1	1	1	6	4	5	7	1	6	2	1	5	4	2	3	4	3	25	59	18	29	0	84	8	3	6	6	3	2	5	2	6	5	1	20.0	1	4
U5363	0	58	4	0	0	0	4	7	7	7	6	7	4	6	7	2	2	1	6	1	4	2	4	6	6	5	4	5	2	5	2	7	2	6	1	1	1	1	4	5	7	4	5	3	2	1	7	7	5	3	3	3	3	3	3	7	6	7	4	4	4	4	7	5	5	5	5	2	1	99	9	85	50	0	0	9	7	7	7	7	7	7	7	7	6	6	1000.0	7	7
U767	0	35	3	0	0	0	5	6	7	6	4	5	4	6	6	3	6	2	7	1	4	1	1	1	6	1	1	4	1	5	1	1	1	1	1	4	1	1	1	6	4	1	1	1	1	1	3	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	2	3	27	62	100	38	0	0	6	7	7	7	6	4	6	5	7	5	4	10.0	1	1
U3567	0	73	1	0	0	0	1	5	6	5	4	5	5	4	6	3	4	2	4	3	6	1	6	2	4	3	2	5	1	5	3	1	1	2	1	6	1	1	1	5	6	3	1	3	1	2	6	6	6	4	1	1	1	3	3	6	6	6	6	6	6	4	6	5	5	5	5	5	5	9	11	56	0	60	0	3	6	6	6	6	5	6	6	6	6	6	50.0	1	6
U2761	1	49	3	0	2	4	1	7	7	6	3	7	4	6	7	6	6	2	6	2	5	5	7	2	6	2	2	7	2	6	1	7	2	2	1	6	1	1	1	5	7	3	5	4	4	5	1	1	2	1	1	1	1	6	1	5	5	3	1	7	5	5	6	5	5	7	6	6	7	34	96	15	22	70	0	4	4	6	4	4	2	6	5	6	6	5	100.0	7	7
U774	0	70	3	0	0	0	4	5	6	6	6	5	5	5	6	7	4	6	6	3	6	1	3	2	7	1	1	4	2	5	1	6	3	2	1	2	1	1	1	3	5	2	2	4	3	2	7	7	7	1	1	1	1	1	7	1	1	1	1	1	1	1	1	7	6	7	6	6	5	100	63	18	24	11	0	6	6	7	6	6	2	6	6	6	6	2	20.0	2	2
U1196	0	25	3	0	0	2	0	7	7	7	7	7	2	6	7	4	1	2	4	4	7	1	7	1	7	1	1	7	1	7	1	7	1	2	1	7	1	1	1	7	7	3	5	7	7	3	1	7	2	3	1	7	4	7	2	1	7	7	7	7	7	7	7	7	2	4	7	7	7	1	0	10	0	85	0	1	7	7	7	7	7	7	7	7	7	7	100.0	1	7
